MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LogTransSalePrice,TotBaths,Ext,NeighbourhoodRank,ExtRank
60,RL,10562,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1288,Unf,0,294,1582,GasA,Ex,Y,SBrkr,551,0,2161,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,178,120,0,0,0,11,2007,New,Partial,325624,5.512716406915696,2.5,Vinly,NridgHt,Vinly
60,RL,8244,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,GasA,Ex,Y,SBrkr,880,0,1720,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,100,48,0,0,0,5,2007,WD,Normal,183500,5.2636360685881085,2.5,Vinly,Gilbert,Vinly
20,RL,16669,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1686,1686,GasA,TA,Y,SBrkr,0,0,1707,2,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,574,64,0,0,0,1,2006,WD,Normal,228000,5.357934847000454,2.5,Wood,Timber,Wood
50,RM,12358,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,360,Unf,0,360,720,GasA,TA,Y,SBrkr,0,528,1382,2,1,TA,7,Typ,0,,Detchd,Unf,2,TA,TA,Y,237,0,0,0,0,5,2007,WD,Normal,128500,5.108903127667313,1.5,Metal,OldTown,Metal
20,RL,31770,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,639,Unf,0,441,1080,GasA,Fa,Y,SBrkr,0,0,1656,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,TA,TA,P,210,62,0,0,0,5,2010,WD,Normal,215000,5.332438459915605,2.0,Brick,NAmes,Brick
160,RL,5306,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,495,Rec,215,354,1064,GasA,Gd,Y,SBrkr,703,0,1767,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,Gd,TA,Y,441,35,0,0,0,6,2006,WD,Normal,239000,5.378397900948138,3.0,Wood,StoneBr,Wood
20,RL,10197,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,374,700,1362,GasA,TA,Y,SBrkr,0,0,1362,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,20,0,0,0,6,2008,COD,Normal,163000,5.212187604403958,2.5,Wood,NAmes,Wood
20,RL,12416,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398,LwQ,208,0,1606,GasA,TA,Y,SBrkr,0,0,1651,3,1,TA,7,Min2,1,TA,Attchd,Fin,2,TA,TA,Y,192,0,0,0,0,11,2008,WD,Normal,184000,5.264817823009537,3.0,Vinly,Timber,Vinly
20,RL,12615,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,GasA,TA,Y,SBrkr,0,0,2158,4,1,Gd,7,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,29,39,0,0,6,2007,WD,Normal,243000,5.385606273598312,3.0,Wood,Edwards,Wood
60,RL,10029,Pave,IR1,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,1988,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,0,320,1151,GasA,TA,Y,SBrkr,896,0,2060,4,1,TA,8,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,0,228,0,0,192,9,2007,WD,Normal,211000,5.324282455297693,3.0,Wood,ClearCr,Wood
50,RL,13650,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,441,554,1052,GasA,Ex,Y,SBrkr,668,0,1920,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,0,0,0,0,0,7,2006,WD,Normal,172500,5.236789099409293,3.0,Metal,Sawyer,Metal
20,RL,17423,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,0,312,2216,GasA,Ex,Y,SBrkr,0,0,2234,1,1,Ex,9,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,60,0,0,0,7,2009,New,Partial,501837,5.70056267830869,3.0,Vinly,StoneBr,Vinly
30,RM,8520,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,968,968,GasA,TA,Y,SBrkr,0,0,968,2,1,TA,5,Typ,0,,Detchd,Unf,2,Fa,TA,N,0,0,184,0,0,7,2007,WD,Normal,100000,5.0,1.0,Wood,OldTown,Wood
160,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,GasA,Ex,Y,SBrkr,756,0,1525,3,1,Gd,5,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,6,2007,WD,Normal,177000,5.247973266361806,2.5,Metal,Somerst,Metal
70,RL,7588,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,GasA,Gd,Y,SBrkr,901,0,1802,4,1,TA,9,Typ,1,Gd,Detchd,Unf,1,Fa,TA,Y,0,0,40,0,0,7,2006,WD,Normal,200100,5.301247088636211,1.5,Cement,Crawfor,Cement
20,RL,9060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,,,,,0,,0,0,0,GasA,Ex,Y,SBrkr,0,0,1340,3,1,TA,7,Typ,1,Gd,Attchd,RFn,1,TA,TA,Y,116,0,0,180,0,6,2007,WD,Normal,120000,5.079181246047625,1.0,Wood,Edwards,Wood
50,RM,11426,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,GasA,Ex,Y,SBrkr,720,0,2082,3,1,Gd,6,Mod,0,,Detchd,Unf,2,TA,TA,N,280,238,0,0,0,6,2008,WD,Normal,200000,5.301029995663981,2.5,Vinly,OldTown,Vinly
50,RL,7438,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,GasA,Gd,Y,SBrkr,316,0,1252,3,1,TA,5,Typ,0,,Attchd,Unf,2,TA,TA,Y,104,0,0,0,0,6,2006,WD,Normal,127000,5.103803720955957,1.0,Other,BrkSide,Other
75,RM,22950,Pave,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,GasA,Ex,Y,SBrkr,1518,572,3608,4,1,Ex,12,Typ,2,TA,Detchd,Unf,3,Ex,TA,Y,0,260,0,0,410,6,2006,WD,Normal,475000,5.676693609624866,2.5,Wood,OldTown,Wood
80,RL,9947,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,GasA,Ex,Y,SBrkr,0,0,1217,3,1,Gd,6,Typ,0,,Attchd,Unf,2,TA,TA,Y,168,27,0,0,0,6,2009,WD,Normal,173000,5.238046103128795,3.0,Wood,Mitchel,Wood
50,RL,10410,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,704,144,1656,3,1,TA,8,Min2,0,,Detchd,Unf,1,Fa,Fa,N,0,0,0,140,0,8,2009,WD,Normal,135000,5.1303337684950066,2.5,Wood,OldTown,Wood
90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,GasA,TA,Y,SBrkr,0,0,1224,2,2,TA,6,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,120,0,0,0,0,6,2009,WD,Alloca,153337,5.18564696214057,3.0,Wood,SawyerW,Wood
120,RL,4923,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,GasA,Ex,Y,SBrkr,0,0,1593,0,1,Ex,5,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,120,0,0,224,8,2008,WD,Normal,286000,5.456366033129043,2.5,Cement,StoneBr,Cement
70,RL,10570,Pave,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,GasA,TA,Y,SBrkr,1178,0,2727,3,1,Gd,10,Maj1,2,TA,Detchd,Unf,2,TA,TA,Y,0,74,0,0,0,12,2007,WD,Normal,315000,5.498310553789601,2.5,Brick,Crawfor,Brick
60,RL,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,GasA,Gd,Y,SBrkr,754,0,1479,4,1,Gd,7,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,32,0,0,0,6,2007,WD,Normal,184000,5.264817823009537,2.5,Wood,NAmes,Wood
20,RL,9017,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,GasA,Ex,Y,SBrkr,0,0,1431,3,1,Gd,6,Typ,0,,Attchd,Fin,2,TA,TA,Y,0,35,0,0,0,9,2009,WD,Normal,192000,5.283301228703549,3.0,Vinly,CollgCr,Vinly
160,RM,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,739,0,1709,3,1,Gd,7,Maj1,0,,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,5,2006,WD,Normal,130000,5.113943352306837,2.0,Vinly,Edwards,Vinly
20,RL,7180,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,0,0,864,3,1,TA,5,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,2008,WD,Normal,127000,5.103803720955957,1.0,Wood,CollgCr,Wood
160,RL,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,GasA,TA,Y,SBrkr,601,0,1456,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,87,0,0,0,0,7,2009,WD,Normal,148500,5.171726453653231,2.5,Wood,NPkVill,Wood
20,RL,9416,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Y,SBrkr,0,0,1726,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,171,138,0,0,266,9,2007,New,Partial,311872,5.4939763853651815,3.0,Cement,Somerst,Cement
75,RL,25419,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1360,392,3112,4,1,Gd,8,Typ,1,Ex,Detchd,Unf,2,TA,TA,Y,0,16,552,0,0,3,2006,WD,Abnorml,235000,5.371067862271736,3.5,Cement,NAmes,Cement
75,RM,5520,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,929,371,2229,5,1,TA,8,Typ,0,,,,0,,,Y,0,198,30,0,0,7,2009,WD,Abnorml,104000,5.017033339298781,1.0,Wood,OldTown,Wood
20,RL,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,0,0,1713,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,26,0,0,170,1,2009,WD,Normal,274900,5.439174739843469,3.0,Vinly,NridgHt,Vinly
20,RM,8546,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,GasA,Ex,Y,SBrkr,0,0,1121,2,1,TA,5,Typ,0,,Attchd,RFn,2,TA,TA,Y,132,64,0,0,0,3,2010,WD,Normal,140000,5.146128035678238,2.0,Vinly,Edwards,Vinly
20,RL,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,GasA,TA,Y,SBrkr,0,0,1279,3,1,TA,6,Typ,2,Fa,Detchd,Unf,2,TA,TA,Y,238,83,0,0,0,2,2008,WD,Normal,171500,5.2342641243787895,2.5,Wood,Mitchel,Wood
50,RL,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,445,0,1310,2,1,TA,6,Min1,0,,Attchd,Unf,1,TA,TA,Y,0,0,126,0,0,5,2006,COD,Normal,112000,5.049218022670182,2.0,Metal,OldTown,Metal
120,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,848,1,1,Gd,3,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,149,0,0,0,0,1,2008,WD,Normal,149000,5.173186268412274,2.0,Vinly,CollgCr,Vinly
50,RM,3500,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,GasA,TA,Y,SBrkr,564,0,1284,2,1,TA,5,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,35,0,0,0,4,2009,WD,Normal,110000,5.041392685158225,1.5,Other,OldTown,Other
20,RL,11851,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1424,1424,GasA,Ex,Y,SBrkr,0,0,1442,3,1,TA,5,Typ,0,,Attchd,RFn,2,TA,TA,Y,0,34,0,508,0,5,2009,WD,Normal,180500,5.2564772062416765,2.0,Wood,Gilbert,Wood
20,RL,13673,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,GasA,TA,Y,SBrkr,0,0,1696,3,1,TA,8,Min2,1,TA,Attchd,RFn,1,TA,TA,Y,0,30,0,0,0,3,2007,WD,Normal,143900,5.158060793936605,1.5,Wood,Sawyer,Wood
20,RL,12493,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,1100,GasA,TA,Y,SBrkr,0,0,1100,3,1,TA,6,Typ,1,Po,Attchd,RFn,1,TA,TA,Y,355,0,0,0,0,4,2008,WD,Normal,141000,5.14921911265538,2.0,Wood,NAmes,Wood
60,RL,14364,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,GasA,Ex,Y,SBrkr,882,0,2062,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,60,55,0,0,154,4,2007,WD,Normal,277000,5.442479769064448,3.5,Wood,SawyerW,Wood
20,RL,8250,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,0,0,1092,3,1,TA,6,Typ,0,,Attchd,RFn,2,TA,Gd,Y,0,0,0,0,0,7,2008,WD,Normal,145000,5.161368002234975,2.0,Wood,NAmes,Wood
30,RL,5604,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,0,0,864,2,1,TA,5,Typ,0,,,,0,,,Y,0,0,96,0,0,4,2008,WD,Normal,98000,4.991226075692495,2.0,Cement,Edwards,Cement
20,RL,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,0,0,1212,3,1,Gd,6,Typ,0,,Attchd,RFn,2,TA,TA,Y,100,22,0,0,0,3,2010,WD,Normal,186000,5.269512944217916,2.0,Vinly,Edwards,Vinly
60,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,920,0,1852,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,108,0,0,0,7,2009,New,Partial,252678,5.402567430702933,3.5,Vinly,Somerst,Vinly
20,RL,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,0,0,990,3,1,TA,5,Typ,0,,Attchd,Unf,2,TA,TA,Y,224,0,0,0,0,7,2006,WD,Normal,156000,5.193124598354461,1.5,Vinly,CollgCr,Vinly
60,RL,10900,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,703,0,1392,3,1,TA,6,Typ,0,,Attchd,Fin,1,TA,TA,Y,0,36,0,0,0,3,2010,WD,Normal,161750,5.208844289340738,1.5,Wood,CollgCr,Wood
20,RL,10011,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,0,0,1236,2,1,Gd,6,Min1,1,Fa,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,5,2006,WD,Normal,134450,5.12856080655932,1.5,Wood,NAmes,Wood
20,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,0,0,1436,3,1,Gd,8,Typ,0,,Attchd,Unf,2,TA,TA,Y,139,98,0,0,0,4,2008,WD,Normal,210000,5.3222192947339195,3.0,Vinly,CollgCr,Vinly
70,RM,9906,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,518,0,1328,3,1,TA,8,Typ,0,,Detchd,Unf,1,TA,TA,Y,0,172,60,0,0,9,2006,WD,Family,107000,5.02938377768521,1.0,Metal,OldTown,Metal
50,RL,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,817,0,1954,3,1,Gd,8,Typ,2,TA,Attchd,Unf,2,TA,TA,Y,0,119,150,0,0,5,2008,WD,Normal,311500,5.493458050995188,2.0,Vinly,Crawfor,Vinly
120,RL,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,0,0,1248,2,1,Gd,5,Typ,0,,Attchd,Fin,2,TA,TA,Y,108,0,0,0,0,3,2006,New,Partial,167240,5.223340158878377,2.0,Vinly,Blmngtn,Vinly
20,RL,8990,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,1498,2,1,Gd,5,Typ,0,,Attchd,RFn,2,TA,TA,Y,351,33,0,0,0,4,2006,New,Partial,204900,5.311541958401195,2.0,Vinly,CollgCr,Vinly
60,RL,8068,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1257,0,2267,4,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,120,46,0,0,0,12,2009,ConLI,Normal,200000,5.301029995663981,2.5,Vinly,Gilbert,Vinly
